uID,link, desig, details, org, loc, exp, keyskills, descl, salary 
748,https://www.naukri.com/job-listings-Senior-Consultant-international-Business-Development-SPEC-INDIA-Ahmedabad-4-to-7-years-060416001326?src=jobsearchDesk&sid=14957739745133&xp=24,Senior Consultant (international) Business Development,Senior Consultant (international) Business Development,SPEC INDIA,Ahmedabad,4-7 yrs,Business Development Market Penetration International Marketing...,* Generate leads for US and European markets * New Business Acquisition handling complete sales ...,Not disclosed
749,https://www.naukri.com/job-listings-Accounts-Payable-Specialist-Symantec-Software-India-Pvt-Ltd-Pune-2-to-5-years-050517901775?src=jobsearchDesk&sid=14957739745133&xp=25,Accounts Payable Specialist,Accounts Payable Specialist,Symantec Software India Pvt Ltd,Pune,2-5 yrs,Customer service Accounts payable Oracle Information technology Coding...,About Us:    Symantec Corporation (NASDAQ: SYMC) is the global leader in cybersecurity. ...,Not disclosed
750,https://www.naukri.com/job-listings-Emind-fy15-cbs-eyk-tas-Content-Advisor-supervising-Associate-Ernst-Young-Gurgaon-7-to-11-years-050517901743?src=jobsearchDesk&sid=14957739745133&xp=26,Emind_fy15_cbs_eyk_tas Content Advisor_supervising Associate,Emind_fy15_cbs_eyk_tas Content Advisor_supervising Associate,Ernst Young,Gurgaon,7-11 yrs,Team management Market research Analytical Information technology...,*Join our Core Business Services (CBS) team and you will help support the important business enablement ...,Not disclosed
751,https://www.naukri.com/job-listings-Sr-Business-Analyst-CERNER-HEALTHCARE-SOLUTIONS-PVT-LTD-Bengaluru-2-to-5-years-050517901712?src=jobsearchDesk&sid=14957739745133&xp=27,Sr Business Analyst,Sr Business Analyst,CERNER HEALTHCARE SOLUTIONS PVT LTD,Bengaluru,2-5 yrs,Healthcare Managed services Publishing Information technology...,Cerner Overview:     Cerner is the leading U.S. supplier of health care information technology ...,Not disclosed
752,https://www.naukri.com/job-listings-System-Group-Leader-Architect-Huawei-Technologies-India-Pvt-Ltd-Bengaluru-6-to-11-years-050517900471?src=jobsearchDesk&sid=14957739745133&xp=28,System Group Leader / Architect,System Group Leader / Architect,Huawei Technologies India Pvt Ltd,Bengaluru,6-11 yrs,SQL Hibernate Core Java UML JMS Middleware Coding Service...,Responsibilities     &amp;bull; Lead the System Engineering Team for the Huawei Overseas ...,Not disclosed
753,https://www.naukri.com/job-listings-Microservice-Architect-vmall-System-Group-Leader-Huawei-Technologies-India-Pvt-Ltd-Bengaluru-6-to-11-years-050517900470?src=jobsearchDesk&sid=14957739745133&xp=29,Microservice Architect /vmall System Group Leader,Microservice Architect /vmall System Group Leader,Huawei Technologies India Pvt Ltd,Bengaluru,6-11 yrs,Group SQL Hibernate Core Java UML JMS Middleware Coding Information...,Position: vMAll System Group Leader     Experience: 10 Years     Job Location: Huawei ...,Not disclosed
754,https://www.naukri.com/job-listings-Multimedia-Infrastructure-Engineer-JPMorgan-Chase-Hyderabad-3-to-8-years-050517900337?src=jobsearchDesk&sid=14957739745133&xp=30,Multimedia Infrastructure Engineer,Multimedia Infrastructure Engineer,JPMorgan Chase,Hyderabad,3-8 yrs,Support Project management Technical support Firmware Cisco Multimedia...,JPMorgan Chase &amp; Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.6 ...,Not disclosed
755,https://www.naukri.com/job-listings-Salesforce-Apttus-Developer-Betabulls-Technologies-Pvt-Ltd-Hyderabad-5-to-9-years-050517006075?src=jobsearchDesk&sid=14957739745133&xp=31,Salesforce Apttus Developer,Salesforce Apttus Developer,Betabulls Technologies Pvt. Ltd.,Hyderabad,5-9 yrs,Oracle Salesforce.com Salesforce Software Development Agile Development...,Dear Candidate    Greetings from Beta Bulls Technologies Pvt Ltd ...,800000 - 1800000 P.A.
756,https://www.naukri.com/job-listings-Software-Developer-PHP-Freaquer-Corporation-P-LTD-Noida-0-to-2-years-050517003434?src=jobsearchDesk&sid=14957739745133&xp=32,Software Developer- PHP,Software Developer- PHP,Freaquer Corporation (P) LTD.,Noida,0-2 yrs,IT Software - E - Commerce IT Software - Middleware...,  Urgent requirement for Junior Software Engineer  Dear candidates we are offering web ...,Not disclosed
757,https://www.naukri.com/job-listings-Business-Development-Manager-Delhi-Noida-Mohali-Chandigarh-Amech-Business-Solutions-Private-Limited-Delhi-Mohali-Noida-4-to-6-years-040517001734?src=jobsearchDesk&sid=14957739745133&xp=33,Business Development Manager - Delhi/ Noida/ Mohali/ Chandigarh,Business Development Manager - Delhi/ Noida/ Mohali/ Chandigarh,Amech Business Solutions Private Limited,Delhi Mohali Noida,4-6 yrs,Business Development Management Sales Process Marketing Solution Selling...,Summary:   Responsible for achieving all sales and revenue goals for an assigned territory by ...,400000 - 700000 P.A.
758,https://www.naukri.com/job-listings-General-Accountant-Symantec-Software-India-Pvt-Ltd-Pune-2-to-4-years-030517900863?src=jobsearchDesk&sid=14957739745133&xp=34,General Accountant,General Accountant,Symantec Software India Pvt Ltd,Pune,2-4 yrs,US GAAP Variance analysis External audit Macros Process improvement...,Position Description:  General Accountant  Accrual Accounting    Job Summary:     The ...,Not disclosed
759,https://www.naukri.com/job-listings-Sr-SWE-Manager-Microsoft-India-R-and-D-Pvt-Ltd-Bengaluru-2-to-7-years-030517900855?src=jobsearchDesk&sid=14957739745133&xp=35,Sr. SWE Manager,Sr. SWE Manager,Microsoft India (R and D) Pvt Ltd,Bengaluru,2-7 yrs,SQL Javascript Networking jQuery Agile Coding Service...,Each day our world creates new technology. New devices  new apps  new services. Which means new ways ...,Not disclosed
760,https://www.naukri.com/job-listings-Urgent-Opening-for-Jr-Engineer-CMS-Info-Systems-Limited-Navi-Mumbai-0-to-2-years-030517005958?src=jobsearchDesk&sid=14957739745133&xp=36,Urgent Opening for Jr. Engineer,Urgent Opening for Jr. Engineer,CMS Info Systems Limited,Navi Mumbai,0-2 yrs,Maintenance Design Written Communication Information Technology..., Job description  Maintenance engineers plan the routine maintenance of  cards embossing ...,100000 - 125000 P.A.
761,https://www.naukri.com/job-listings-Sr-Accountant-gen-Accountant-Symantec-Software-India-Pvt-Ltd-Pune-3-to-5-years-030517004649?src=jobsearchDesk&sid=14957739745133&xp=37,Sr Accountant/gen Accountant,Sr Accountant/gen Accountant,Symantec Software India Pvt Ltd,Pune,3-5 yrs,US GAAP Variance analysis External audit Macros Process improvement...,Job Summary: The Accounts Receivable (AR) Accountant is the primary reconciler for allocated Balance ...,Not disclosed
762,https://www.naukri.com/job-listings-In-house-Sales-Executive-BDM-Sales-Officer-Telesales-Telemarketing-V-Supply-InfoTech-Ahmedabad-Ranna-Park-0-to-5-years-030517002866?src=jobsearchDesk&sid=14957739745133&xp=38,In-house Sales Executive BDM Sales Officer Telesales Telemarketing,In-house Sales Executive BDM Sales Officer Telesales Telemarketing,V Supply InfoTech,Ahmedabad(Ranna Park),0-5 yrs,B2B Sales Marketing Bdm Telesales Telemarketing Customer Service...,Responsible for B2B Selling and Distribution of Laptops Desktops Tabs Mini-PCs Scanners Printers ...,100000 - 225000 P.A.
763,https://www.naukri.com/job-listings-International-Call-Center-Voice-Process-Rebelute-Digital-Solutions-Private-Limited-Bengaluru-Whitefield-1-to-4-years-030517002169?src=jobsearchDesk&sid=14957739745133&xp=39,International Call Center / Voice Process,International Call Center / Voice Process,Rebelute Digital Solutions Private Limited,Bengaluru(Whitefield),1-4 yrs,Business Development Lead Generation Cold Calling Inside Sales software...,  Excellent communication &amp; cold calling skills in US/Canada/UK Markets.  Should be ...,250000 - 450000 P.A.
764,https://www.naukri.com/job-listings-Skype-Service-Owner-Technical-Assistant-Ernst-Young-Trivandrum-8-to-10-years-021216900965?src=jobsearchDesk&sid=14957739745133&xp=40,Skype Service Owner Technical Assistant,Skype Service Owner Technical Assistant,Ernst Young,Trivandrum,8-10 yrs,project management service documentation information technology gis...,     Job Summary:     As a technical assistant you support the service owner for Skype endpoints ...,Not disclosed
765,https://www.naukri.com/job-listings-Cloud-Solutions-Analyst-Oracle-India-Pvt-Ltd-Hyderabad-5-to-7-years-010517900735?src=jobsearchDesk&sid=14957739745133&xp=41,Cloud Solutions Analyst,Cloud Solutions Analyst,Oracle India Pvt. Ltd.,Hyderabad,5-7 yrs,Software Project Information Technology Project Leading...,,Not disclosed
766,https://www.naukri.com/job-listings-CT-RDT-CRD-Applications-Developer-Java-JPMorgan-Chase-Hyderabad-6-to-8-years-010517900512?src=jobsearchDesk&sid=14957739745133&xp=42,CT - RDT - CRD - Applications Developer - Java,CT - RDT - CRD - Applications Developer - Java,JPMorgan Chase,Hyderabad,6-8 yrs,Financial services Tools System integration Oracle...,About JPMorgan Chase &amp; Co.    JPMorgan Chase &amp; Co. (NYSE: JPM) is a leading global financial ...,Not disclosed
767,https://www.naukri.com/job-listings-Application-Developer-JPMorgan-Chase-Hyderabad-5-to-8-years-010517900502?src=jobsearchDesk&sid=14957739745133&xp=43,Application Developer,Application Developer,JPMorgan Chase,Hyderabad,5-8 yrs,Technical skills Financial services Tools Investment banking...,JPMorgan Chase &amp; Co  . (NYSE: JPM) is a leading global financial services firm with assets of $2.6 ...,Not disclosed
768,https://www.naukri.com/job-listings-Core-Domain-Consultant-Senior-Business-Analyst-Food-Food-Service-Think-People-Solutions-Pvt-Ltd-Delhi-NCR-Chennai-7-to-12-years-010517002350?src=jobsearchDesk&sid=14957739745133&xp=44,Core Domain Consultant - Senior Business Analyst - Food & Food Service,Core Domain Consultant - Senior Business Analyst - Food & Food Service,Think People Solutions Pvt Ltd,Delhi NCR Chennai,7-12 yrs,Gap Analysis Consulting IT Strategy Business Process Improvement..., Description : Senior Business Analyst is a Core Domain Consultant position specialized in Food ...,Not disclosed
769,https://www.naukri.com/job-listings-Consultant-Data-Modelling-KPMG-Bengaluru-2-to-6-years-010317901382?src=jobsearchDesk&sid=14957739745133&xp=45,Consultant- Data Modelling,Consultant- Data Modelling,KPMG,Bengaluru,2-6 yrs,Data analysis SQL MS Access Coding Business intelligence Analytical...,Roles and Responsibilities          We are recruiting for Consultant for TTP team. Working ...,Not disclosed
770,https://www.naukri.com/job-listings-Deputy-General-Manager-IT-Maharashtra-State-Electricity-Transmission-Company-Limited-Mumbai-1-to-1-years-190517900674?src=jobsearchDesk&sid=14957739745133&xp=46,Deputy General Manager (IT),Deputy General Manager (IT),Maharashtra State Electricity Transmission Company Limited,Mumbai,,,,Pay scale: Rs. 35875-1545-43600-1710-79510
771,https://www.naukri.com/job-listings-Senior-Technical-Analyst-Windows-Powershell-FIL-India-Business-and-Research-Services-Private-Limited-Noida-6-to-8-years-170417900605?src=jobsearchDesk&sid=14957739745133&xp=47,Senior Technical Analyst- Windows + Powershell,Senior Technical Analyst- Windows + Powershell,FIL India Business and Research Services Private Limited,Noida,6-8 yrs,Citrix Xenapp VMware SCOM Technical Support Technical Analysis Windows..., Key Responsibilities     Provide administration and technical support of a ...,Not disclosed
772,https://www.naukri.com/job-listings-Research-Director-IT-Service-Management-Flexible-work-location-withi-Gartner-India-Research-Advisory-Services-Pvt-Ltd-Bengaluru-1-to-5-years-130517500147?src=jobsearchDesk&sid=14957739745133&xp=48,Research Director IT Service Management Flexible work location withi,Research Director IT Service Management Flexible work location withi,Gartner India Research & Advisory Services Pvt Ltd,Bengaluru,1-5 yrs,Networking Tools Information technology audio Ideas Evaluation...,,Not disclosed
773,https://www.naukri.com/job-listings-Desktop-Engineer-3i-Infotech-Ltd-Worli-3i-Infotech-Limited-Mumbai-0-to-1-years-240517005560?src=jobsearchDesk&sid=14957739745133&xp=49,Desktop Engineer - 3i Infotech Ltd- Worli,Desktop Engineer - 3i Infotech Ltd- Worli,3i Infotech Limited,Mumbai,0-1 yrs,desktop engineer hardware engineer hardware support outlook installation...,Greetings from 3i-Infotech!   3i Infotech is a global Information Technology company committed ...,90000 - 175000 P.A.
774,https://www.naukri.com/job-listings-Cyber-Defence-Detection-Analyst-Networking-JoulestoWatts-Bengaluru-4-to-9-years-260417900119?src=jobsearchDesk&sid=14957739745133&xp=50,Cyber Defence Detection Analyst - Networking,Cyber Defence Detection Analyst - Networking,JoulestoWatts,Bengaluru,4-9 yrs,Information Security Ceh SIEM Intrusion Detection Cissp Security+ OSI...,The Cyber Defense Detection Analyst is responsible for performing detection and triage activities ...,Not disclosed
775,https://www.naukri.com/job-listings-Urgent-Requirement-for-Juniper-Network-Specialist-lead-Chennai-Technogen-India-Private-Limited-Chennai-4-to-8-years-100517001215?src=jobsearchDesk&sid=14957739768279&xp=1,Urgent Requirement for Juniper Network Specialist/lead - Chennai,Urgent Requirement for Juniper Network Specialist/lead - Chennai,Technogen India Private Limited,Chennai,4-8 yrs,SIEM Firewall Networking Checkpoint IPS Juniper CCNA...,About us : TechnoGen is a 13 years experienced ISO and CMM Level Certified IT Product Development So ...,Not disclosed
776,https://www.naukri.com/job-listings-Senior-Outage-Specialist-EYGBS-India-Private-Limited-Kochi-8-to-10-years-120417600604?src=jobsearchDesk&sid=14957739768279&xp=2,Senior Outage Specialist,Senior Outage Specialist,EYGBS (India) Private Limited,Kochi,8-10 yrs,ITIL IT Infrastructure Incident Management IT Services...,,Not disclosed
777,https://www.naukri.com/job-listings-Urgent-Requirement-For-Network-Security-Analyst-specialist-Chennai-Technogen-India-Private-Limited-Chennai-3-to-5-years-100517001062?src=jobsearchDesk&sid=14957739768279&xp=3,Urgent Requirement For Network Security Analyst/specialist - Chennai,Urgent Requirement For Network Security Analyst/specialist - Chennai,Technogen India Private Limited,Chennai,3-5 yrs,Switching Cisco Networking Ccse Checkpoint Firewall Cisco Routers...,About us : TechnoGen is a 13 years experienced ISO and CMM Level Certified IT Product Development So ...,Not disclosed
778,https://www.naukri.com/job-listings-Client-Tech-Support-Engineering-Professional-Fiserv-India-Pvt-Ltd-Pune-4-to-8-years-250517900180?src=jobsearchDesk&sid=14957739768279&xp=4,Client Tech Support Engineering Professional,Client Tech Support Engineering Professional,Fiserv India Pvt Ltd,Pune,4-8 yrs,Maintenance Technician Activities Technical Support...,Job Purpose  Job Title: Level 1 (Tier 1) Monitoring Support Technician  Responsibilities: ...,Not disclosed
779,https://www.naukri.com/job-listings-Network-Support-Engineer-Teamware-Solutions-QUANTUM-LEAP-CONSULTING-PVT-LTD-Hyderabad-3-to-7-years-080517007376?src=jobsearchDesk&sid=14957739768279&xp=5,Network Support Engineer,Network Support Engineer,Teamware Solutions (QUANTUM LEAP CONSULTING PVT  LTD),Hyderabad,3-7 yrs,Networking Network engineer router Switches Network admin...,,50000 P.A.
780,https://www.naukri.com/job-listings-Client-Technical-Support-Rep-Fiserv-India-Pvt-Ltd-Hyderabad-2-to-4-years-250517900049?src=jobsearchDesk&sid=14957739768279&xp=6,Client Technical Support Rep,Client Technical Support Rep,Fiserv India Pvt Ltd,Hyderabad,2-4 yrs,LAN WAN Technical Support Computer Hardware Installation...,The associate will be part of the Sentry Helpdesk and will be responsible for providing technical ...,Not disclosed
